553778616 : 	FA	FA	FA	FA	55	55	0	6E	
2435781984 : 	C	C	C	C	55	55	15	11	
2435901752 : 	C	B	C	C	55	55	18	F	
2435943232 : 	B	C	B	B	55	55	19	10	
2436063428 : 	B	B	B	B	55	55	1C	E	
2436102096 : 	B	B	B	B	55	55	1D	D	
2436143244 : 	B	B	B	B	55	55	1E	C	
2436222200 : 	B	B	B	B	55	55	20	A	
2436262744 : 	B	B	B	B	55	55	21	9	
2436302696 : 	B	B	B	B	55	55	22	8	
2436382428 : 	B	B	B	B	55	55	24	6	
2436423480 : 	B	B	B	B	55	55	25	5	
2436543160 : 	B	B	B	B	55	55	28	2	
2436583028 : 	B	B	B	B	55	55	29	1	
2436782188 : 	B	B	B	B	55	55	2E	FC	
2437142156 : 	B	A	B	B	55	55	37	F4	
2437182192 : 	B	B	B	B	55	55	38	F2	
2437222820 : 	B	A	B	B	55	55	39	F2	
2437262524 : 	B	B	B	B	55	55	3A	F0	
2437463456 : 	A	A	A	A	55	55	3F	EF	
2437543272 : 	A	A	A	A	55	55	41	ED	
2437622068 : 	A	A	A	A	55	55	43	EB	
2437742852 : 	A	A	A	A	55	55	46	E8	
2437782724 : 	A	A	A	A	55	55	47	E7	
2437822920 : 	A	A	A	A	55	55	48	E6	
2437862700 : 	9	9	A	9	55	55	49	E8	
2437943112 : 	9	9	9	9	55	55	4B	E7	
2437983484 : 	9	9	9	9	55	55	4C	E6	
2438063384 : 	8	8	8	8	55	55	4E	E8	
2438143540 : 	8	8	8	8	55	55	50	E6	
2438183236 : 	7	8	8	8	55	55	51	E6	
2438263392 : 	7	7	7	7	55	55	53	E7	
2438303424 : 	7	7	7	7	55	55	54	E6	
2438382052 : 	6	6	6	6	55	55	56	E8	
2438423956 : 	6	6	6	6	55	55	57	E7	
2438463572 : 	6	6	6	6	55	55	58	E6	
2438703272 : 	5	5	5	5	55	55	5E	E4	
2438781980 : 	5	5	4	4	55	55	60	E4	
2438863404 : 	4	4	4	4	55	55	62	E4	
2438943732 : 	4	4	4	4	55	55	64	E2	
2439102604 : 	4	4	4	4	55	55	68	DE	
2439142972 : 	4	4	4	4	55	55	69	DD	
2439664192 : 	3	3	3	3	55	55	76	D4	
2439782596 : 	2	2	2	2	55	55	79	D5	
2439863352 : 	2	2	2	2	55	55	7B	D3	
2439903636 : 	2	2	2	2	55	55	7C	D2	
2440502120 : 	0	0	0	0	55	55	8B	CB	
2440543176 : 	0	0	0	0	55	55	8C	CA	
2440744456 : 	0	0	0	0	55	55	91	C5	
2441102644 : 	0	0	0	0	55	55	9A	BC	
2441142256 : 	0	0	0	0	55	55	9B	BB	
2441182800 : 	0	0	0	0	55	55	9C	BA	
2441222412 : 	0	0	0	0	55	55	9D	B9	
2441262616 : 	0	0	0	0	55	55	9E	B8	
2441303084 : 	0	0	0	0	55	55	9F	B7	
2441343196 : 	0	0	0	0	55	55	A0	B6	
2441383144 : 	0	0	0	0	55	55	A1	B5	
2441422840 : 	0	0	0	0	55	55	A2	B4	
2441463216 : 	0	0	0	0	55	55	A3	B3	
2441504272 : 	0	0	0	0	55	55	A4	B2	
2441582132 : 	0	0	0	0	55	55	A6	B0	
2441661944 : 	0	0	0	0	55	55	A8	AE	
2441742100 : 	0	0	0	0	55	55	AA	AC	
2441782816 : 	0	0	0	0	55	55	AB	AB	
2441822768 : 	0	0	0	0	55	55	AC	AA	
2441862460 : 	0	0	0	0	55	55	AD	A9	
2441982396 : 	0	0	0	0	55	55	B0	A6	
2442022432 : 	0	0	0	0	55	55	B1	A5	
2442062720 : 	0	0	0	0	55	55	B2	A4	
2442102848 : 	0	0	0	0	55	55	B3	A3	
2442142536 : 	0	0	0	0	55	55	B4	A2	
2442182660 : 	0	0	0	0	55	55	B5	A1	
2442222860 : 	0	0	0	0	55	55	B6	A0	
2442262048 : 	0	0	0	0	55	55	B7	9F	
2442304460 : 	0	0	0	0	55	55	B8	9E	
2442343568 : 	0	0	0	0	55	55	B9	9D	
2442383340 : 	0	0	0	0	55	55	BA	9C	
2442422612 : 	0	0	0	0	55	55	BB	9B	
2442543396 : 	0	0	0	0	55	55	BE	98	
2442582164 : 	0	0	0	0	55	55	BF	97	
2442624232 : 	0	0	0	0	55	55	C0	96	
2442664352 : 	0	0	0	0	55	55	C1	95	
2442743060 : 	0	0	0	0	55	55	C3	93	
2442782928 : 	0	0	0	0	55	55	C4	92	
2442824660 : 	0	0	0	0	55	55	C5	91	
2442864272 : 	0	0	0	0	55	55	C6	90	
2442902860 : 	0	0	0	0	55	55	C7	8F	
2442944424 : 	0	0	0	0	55	55	C8	8E	
2442984376 : 	0	0	0	0	55	55	C9	8D	
2443022796 : 	0	0	0	0	55	55	CA	8C	
2443062152 : 	0	0	0	0	55	55	CB	8B	
2443224500 : 	0	0	0	0	55	55	CF	87	
2443262752 : 	0	0	0	0	55	55	D0	86	
2443302616 : 	0	0	0	0	55	55	D1	85	
2443344436 : 	0	0	0	0	55	55	D2	84	
2443382600 : 	0	0	0	0	55	55	D3	83	
2443463352 : 	0	0	0	0	55	55	D5	81	
2443502960 : 	0	0	0	0	55	55	D6	80	
2443542232 : 	0	0	0	0	55	55	D7	7F	
2443622640 : 	0	0	0	0	55	55	D9	7D	
2443704664 : 	0	0	0	0	55	55	DB	7B	
2443783800 : 	0	0	0	0	55	55	DD	79	
2443943348 : 	0	0	0	0	55	55	E1	75	
2443983984 : 	0	0	0	0	55	55	E2	74	
2444024352 : 	0	0	0	0	55	55	E3	73	
2444104852 : 	0	0	0	0	55	55	E5	71	
2444303744 : 	0	0	0	0	55	55	EA	6C	
2444343696 : 	0	0	0	0	55	55	EB	6B	
2444423264 : 	0	0	0	0	55	55	ED	69	
2444464056 : 	0	0	0	0	55	55	EE	68	
2444504432 : 	0	0	0	0	55	55	EF	67	
2444584500 : 	0	0	0	0	55	55	F1	65	
2444624364 : 	0	0	0	0	55	55	F2	64	
2444664572 : 	0	0	0	0	55	55	F3	63	
2444703672 : 	0	0	0	0	55	55	F4	62	
2444783996 : 	0	0	0	0	55	55	F6	60	
2444824116 : 	0	0	0	0	55	55	F7	5F	
2444983236 : 	0	0	0	0	55	55	FB	5B	
2445023276 : 	0	0	0	0	55	55	FC	5A	
2445144148 : 	0	0	0	0	55	55	FF	57	
2445184432 : 	0	0	0	0	55	55	0	56	
2445263912 : 	0	0	0	0	55	55	2	54	
2445304792 : 	0	0	0	0	55	55	3	53	
2445344656 : 	0	0	0	0	55	55	4	52	
2445424044 : 	0	0	0	0	55	55	6	50	
2445503436 : 	0	0	0	0	55	55	8	4E	
2445624900 : 	0	0	0	0	55	55	B	4B	
2445783256 : 	0	0	0	0	55	55	F	47	
2445823548 : 	0	0	0	0	55	55	10	46	
2445904464 : 	0	0	0	0	55	55	12	44	
2445944848 : 	0	0	0	0	55	55	13	43	
2445984196 : 	0	0	0	0	55	55	14	42	
2446064352 : 	0	0	0	0	55	55	16	40	
2446145016 : 	0	0	0	0	55	55	18	3E	
2446223392 : 	0	0	0	0	55	55	1A	3C	
2446263932 : 	0	0	0	0	55	55	1B	3B	
2446383952 : 	0	0	0	0	55	55	1E	38	
2446423816 : 	0	0	0	0	55	55	1F	37	
2446464616 : 	0	0	0	0	55	55	20	36	
2446504820 : 	0	0	0	0	55	55	21	35	
2446543928 : 	0	0	0	0	55	55	22	34	
2446584720 : 	0	0	0	0	55	55	23	33	
2446624076 : 	0	0	0	0	55	55	24	32	
2446664280 : 	0	0	0	0	55	55	25	31	
2446744520 : 	0	0	0	0	55	55	27	2F	
2446904152 : 	0	0	0	0	55	55	2B	2B	
2447303480 : 	0	0	0	0	55	55	35	21	
2447463704 : 	0	0	0	0	55	55	39	1D	
2447503996 : 	0	0	0	0	55	55	3A	1C	
2447543604 : 	0	0	0	0	55	55	3B	1B	
2447583896 : 	0	0	0	0	55	55	3C	1A	
2447623844 : 	0	0	0	0	55	55	3D	19	
2447664228 : 	0	0	0	0	55	55	3E	18	
2447703748 : 	0	0	0	0	55	55	3F	17	
2447743952 : 	0	0	0	0	55	55	40	16	
2447784156 : 	0	0	0	0	55	55	41	15	
2447823944 : 	0	0	0	0	55	55	42	14	
2447863292 : 	0	0	0	0	55	55	43	13	
2448022920 : 	0	0	0	0	55	55	47	F	
2448144216 : 	0	0	0	0	55	55	4A	C	
2448183996 : 	0	0	0	0	55	55	4B	B	
2448223096 : 	0	0	0	0	55	55	4C	A	
2448303256 : 	0	0	0	0	55	55	4E	8	
2448503596 : 	0	0	0	0	55	55	53	3	
2448624728 : 	0	0	0	0	55	55	56	0	
2448983420 : 	0	0	0	0	55	55	5F	F7	
2449104120 : 	0	0	0	0	55	55	62	F4	
2449144240 : 	0	0	0	0	55	55	63	F3	
2449184792 : 	0	0	0	0	55	55	64	F2	
2449224992 : 	0	0	0	0	55	55	65	F1	
2449264856 : 	0	0	0	0	55	55	66	F0	
2449304296 : 	0	0	0	0	55	55	67	EF	
2449344928 : 	0	0	0	0	55	55	68	EE	
2449423976 : 	0	0	0	0	55	55	6A	EC	
2449464860 : 	0	0	0	0	55	55	6B	EB	
2449504812 : 	0	0	0	0	55	55	6C	EA	
2449545016 : 	0	0	0	0	55	55	6D	E9	
2449624744 : 	0	0	0	0	55	55	6F	E7	
2449664864 : 	0	0	0	0	55	55	70	E6	
2449744768 : 	0	0	0	0	55	55	72	E4	
2449784204 : 	0	0	0	0	55	55	73	E3	
2449823824 : 	0	0	0	0	55	55	74	E2	
2449863512 : 	0	0	0	0	55	55	75	E1	
2449904140 : 	0	0	0	0	55	55	76	E0	
2449943920 : 	0	0	0	0	55	55	77	DF	
2449983788 : 	0	0	0	0	55	55	78	DE	
2450024160 : 	0	0	0	0	55	55	79	DD	
2450064620 : 	0	0	0	0	55	55	7A	DC	
2450183876 : 	0	0	0	0	55	55	7D	D9	
2450223740 : 	0	0	0	0	55	55	7E	D8	
2450263604 : 	0	0	0	0	55	55	7F	D7	
2450305000 : 	0	0	0	0	55	55	80	D6	
2450464292 : 	0	0	0	0	55	55	84	D2	
2450543936 : 	0	0	0	0	55	55	86	D0	
2450583636 : 	0	0	0	0	55	55	87	CF	
2450623588 : 	0	0	0	0	55	55	88	CE	
2450664128 : 	0	0	0	0	55	55	89	CD	
2450703992 : 	0	0	0	0	55	55	8A	CC	
2450744024 : 	0	0	0	0	55	55	8B	CB	
2450784060 : 	0	0	0	0	55	55	8C	CA	
2450824096 : 	0	0	0	0	55	55	8D	C9	
2450864308 : 	0	0	0	0	55	55	8E	C8	
2450945220 : 	0	0	0	0	55	55	90	C6	
2450984320 : 	0	0	0	0	55	55	91	C5	
2451023760 : 	0	0	0	0	55	55	92	C4	
2451145312 : 	0	0	0	0	55	55	95	C1	
2451265332 : 	0	0	0	0	55	55	98	BE	
2451344892 : 	0	0	0	0	55	55	9A	BC	
2451465164 : 	0	0	0	0	55	55	9D	B9	
2451505372 : 	0	0	0	0	55	55	9E	B8	
2451584172 : 	0	0	0	0	55	55	A0	B6	
2451784000 : 	2	2	2	2	55	55	A5	A9	
2451985024 : 	2	2	2	2	55	55	AA	A4	
2452023700 : 	2	2	2	2	55	55	AB	A3	
2452104452 : 	2	2	2	2	55	55	AD	A1	
2452223708 : 	3	3	3	3	55	55	B0	9A	
2452424392 : 	3	3	3	3	55	55	B5	95	
2452463752 : 	3	3	3	3	55	55	B6	94	
2452544156 : 	3	3	3	3	55	55	B8	92	
2452583764 : 	3	3	3	3	55	55	B9	91	
2452864860 : 	3	3	3	3	55	55	C0	8A	
2453024576 : 	2	3	3	3	55	55	C4	87	
2453064188 : 	2	3	3	3	55	55	C5	86	
2453465472 : 	2	2	2	2	55	55	CF	7F	
2453904668 : 	2	2	2	2	55	55	DA	74	
2453984908 : 	2	3	2	2	55	55	DC	71	
2454063872 : 	3	3	3	3	55	55	DE	6C	
2454144876 : 	3	3	3	3	55	55	E0	6A	
2454184740 : 	3	3	3	3	55	55	E1	69	
2454225372 : 	3	3	3	3	55	55	E2	68	
2454305272 : 	3	3	3	3	55	55	E4	66	
2454343944 : 	3	3	3	3	55	55	E5	65	
2454503744 : 	4	3	4	3	55	55	E9	5F	
2454584836 : 	4	4	4	4	55	55	EB	5B	
2454664992 : 	4	4	4	4	55	55	ED	59	
2454743788 : 	4	4	4	4	55	55	EF	57	
2454784168 : 	4	4	4	4	55	55	F0	56	
2454825136 : 	4	4	4	4	55	55	F1	55	
2454904692 : 	5	4	5	4	55	55	F3	51	
2454944816 : 	5	4	5	4	55	55	F4	50	
2455225404 : 	5	5	5	5	55	55	FB	47	
2455263900 : 	5	5	5	5	55	55	FC	46	
2455305040 : 	6	5	5	5	55	55	FD	44	
2455344396 : 	6	5	6	5	55	55	FE	42	
2455385452 : 	6	5	6	5	55	55	FF	41	
2455424636 : 	6	5	6	5	55	55	0	40	
2455464500 : 	6	5	6	5	55	55	1	3F	
2455664932 : 	6	6	6	6	55	55	6	38	
2455704540 : 	7	6	6	6	55	55	7	36	
2455905056 : 	7	6	7	6	55	55	C	30	
2455944412 : 	7	6	7	6	55	55	D	2F	
2455983852 : 	7	6	7	6	55	55	E	2E	
2456024056 : 	7	6	7	6	55	55	F	2D	
2456064516 : 	7	6	7	6	55	55	10	2C	
2456103960 : 	7	6	7	6	55	55	11	2B	
2456185048 : 	8	6	7	6	55	55	13	28	
2456224144 : 	8	6	7	6	55	55	14	27	
2456264012 : 	8	6	7	6	55	55	15	26	
2456305236 : 	8	6	7	6	55	55	16	25	
2456345100 : 	8	6	7	6	55	55	17	24	
2456384372 : 	8	6	7	6	55	55	18	23	
2456424580 : 	8	6	7	5	55	55	19	23	
2456464016 : 	8	6	7	5	55	55	1A	22	
2456544680 : 	8	6	7	5	55	55	1C	20	
2456585404 : 	8	6	7	5	55	55	1D	1F	
2456625432 : 	8	6	7	5	55	55	1E	1E	
2456664784 : 	8	6	7	5	55	55	1F	1D	
2456704652 : 	8	6	7	5	55	55	20	1C	
2456744348 : 	8	6	7	5	55	55	21	1B	
2456784552 : 	8	6	7	5	55	55	22	1A	
2456823828 : 	8	6	7	5	55	55	23	19	
2456983536 : 	8	6	7	5	55	55	27	15	
2457064632 : 	8	6	7	5	55	55	29	13	
2457104412 : 	8	6	7	5	55	55	2A	12	
2457145120 : 	8	6	7	5	55	55	2B	11	
2457224936 : 	8	6	7	4	55	55	2D	10	
2457264888 : 	8	6	7	4	55	55	2E	F	
2457344112 : 	8	6	7	4	55	55	30	D	
2457944212 : 	9	7	8	5	55	55	3F	FA	
2458184848 : 	9	7	8	5	55	55	45	F4	
2458224620 : 	9	7	8	5	55	55	46	F3	
2458424628 : 	9	7	8	6	55	55	4B	ED	
2458504364 : 	9	7	8	6	55	55	4D	EB	
2458545496 : 	9	7	8	6	55	55	4E	EA	
2458625064 : 	9	7	8	6	55	55	50	E8	
2458744140 : 	9	7	8	5	55	55	53	E6	
2458784004 : 	A	7	8	5	55	55	54	E4	
2458824296 : 	9	7	8	5	55	55	55	E4	
2458864676 : 	9	7	8	5	55	55	56	E3	
2458944060 : 	9	7	8	6	55	55	58	E0	
2458985116 : 	9	7	8	6	55	55	59	DF	
2459025580 : 	9	7	8	6	55	55	5A	DE	
2459105052 : 	9	7	8	5	55	55	5C	DD	
2459145172 : 	9	7	8	5	55	55	5D	DC	
2459185212 : 	9	7	8	5	55	55	5E	DB	
2459225580 : 	A	7	8	5	55	55	5F	D9	
2459344928 : 	9	7	8	6	55	55	62	D6	
2459384964 : 	9	7	8	6	55	55	63	D5	
2459505060 : 	9	7	8	6	55	55	66	D2	
2459585300 : 	9	7	8	6	55	55	68	D0	
2459624824 : 	9	7	8	6	55	55	69	CF	
2459665116 : 	9	7	8	6	55	55	6A	CE	
2459704896 : 	9	7	8	6	55	55	6B	CD	
2459985652 : 	9	7	8	5	55	55	72	C7	
2460065636 : 	9	7	8	5	55	55	74	C5	
2460225264 : 	9	7	8	5	55	55	78	C1	
2460264960 : 	9	7	8	5	55	55	79	C0	
2460344444 : 	9	7	8	5	55	55	7B	BE	
2460385236 : 	9	7	8	5	55	55	7C	BD	
2460425016 : 	9	7	8	5	55	55	7D	BC	
2460464032 : 	9	7	8	5	55	55	7E	BB	
2460504244 : 	9	7	8	5	55	55	7F	BA	
2460544108 : 	9	7	8	5	55	55	80	B9	
2460625108 : 	9	7	8	5	55	55	82	B7	
2460744448 : 	9	7	8	5	55	55	85	B4	
2460784312 : 	9	7	8	5	55	55	86	B3	
2460825024 : 	9	7	8	5	55	55	87	B2	
2460864296 : 	9	7	8	5	55	55	88	B1	
2460904332 : 	9	7	8	5	55	55	89	B0	
2460944456 : 	9	7	8	5	55	55	8A	AF	
2460985252 : 	9	7	8	5	55	55	8B	AE	
2461024096 : 	9	7	8	5	55	55	8C	AD	
2461065412 : 	9	7	8	6	55	55	8D	AB	
2461105276 : 	A	7	8	6	55	55	8E	A9	
2461144372 : 	A	7	8	6	55	55	8F	A8	
2461225204 : 	A	7	8	6	55	55	91	A6	
2461264476 : 	A	7	9	6	55	55	92	A4	
2461304512 : 	A	7	9	6	55	55	93	A3	
2461344460 : 	A	8	9	6	55	55	94	A1	
2461385344 : 	A	8	9	6	55	55	95	A0	
2461464820 : 	A	8	9	6	55	55	97	9E	
2461705712 : 	B	8	9	6	55	55	9D	97	
2461785192 : 	B	8	A	7	55	55	9F	93	
2461944992 : 	B	9	A	7	55	55	A3	8E	
2462224296 : 	C	A	B	9	55	55	AA	82	
2462304452 : 	C	A	C	A	55	55	AC	7E	
2462505732 : 	C	B	C	B	55	55	B1	77	
2462545256 : 	C	B	C	B	55	55	B2	76	
2462584696 : 	D	C	D	B	55	55	B3	72	
2462625328 : 	D	C	D	C	55	55	B4	70	
2462665532 : 	D	C	D	C	55	55	B5	6F	
2462824488 : 	D	D	D	D	55	55	B9	69	
2462865540 : 	E	D	E	D	55	55	BA	66	
2462905824 : 	E	D	E	D	55	55	BB	65	
2462944840 : 	E	E	E	D	55	55	BC	63	
2462985980 : 	E	E	E	E	55	55	BD	61	
2463144676 : 	F	F	F	E	55	55	C1	5A	
2463225768 : 	F	F	F	F	55	55	C3	57	
2463265716 : 	F	F	F	F	55	55	C4	56	
2463305840 : 	10	F	F	F	55	55	C5	54	
2463385908 : 	10	10	10	10	55	55	C7	4F	
2463504820 : 	11	10	10	11	55	55	CA	4A	
2463625692 : 	11	11	11	11	55	55	CD	45	
2463704828 : 	12	12	12	12	55	55	CF	3F	
2463784556 : 	12	12	12	12	55	55	D1	3D	
2463824848 : 	12	12	12	12	55	55	D2	3C	
2463865816 : 	12	12	12	12	55	55	D3	3B	
2463904492 : 	13	13	12	13	55	55	D4	37	
2463984900 : 	13	13	13	13	55	55	D6	34	
2464025956 : 	13	13	13	13	55	55	D7	33	
2464065736 : 	13	13	13	13	55	55	D8	32	
2464145296 : 	14	14	14	14	55	55	DA	2C	
2464185424 : 	14	14	14	14	55	55	DB	2B	
2464225876 : 	14	14	14	14	55	55	DC	2A	
2464265484 : 	14	14	14	14	55	55	DD	29	
2464384740 : 	14	14	14	15	55	55	E0	25	
2464425284 : 	14	15	14	14	55	55	E1	24	
2464464812 : 	14	14	14	15	55	55	E2	23	
2464545476 : 	14	15	14	15	55	55	E4	20	
2464585428 : 	15	15	15	15	55	55	E5	1D	
2464624864 : 	15	15	15	15	55	55	E6	1C	
2464665324 : 	15	15	15	15	55	55	E7	1B	
2464705708 : 	15	15	15	15	55	55	E8	1A	
2464824700 : 	15	16	16	16	55	55	EB	14	
2464905196 : 	16	16	16	16	55	55	ED	11	
2464985608 : 	16	16	16	16	55	55	EF	F	
2465023348 : 	16	16	16	16	55	55	F0	E	
2465104776 : 	16	17	16	17	55	55	F2	A	
2465183488 : 	17	17	16	17	55	55	F4	7	
2465225052 : 	17	17	17	17	55	55	F5	5	
2465305460 : 	17	17	17	17	55	55	F7	3	
2465346004 : 	17	17	17	17	55	55	F8	2	
2465385192 : 	17	17	17	17	55	55	F9	1	
2465425224 : 	17	17	17	17	55	55	FA	0	
2465465176 : 	17	17	17	17	55	55	FB	FF	
2465505552 : 	17	17	17	17	55	55	FC	FE	
2465625912 : 	18	17	18	18	55	55	FF	F8	
2465665776 : 	18	18	18	18	55	55	0	F6	
2465745936 : 	18	18	18	18	55	55	2	F4	
2465825920 : 	18	18	18	18	55	55	4	F2	
2466064936 : 	19	18	18	18	55	55	A	EB	
2466265960 : 	19	19	18	19	55	55	F	E4	
2466824580 : 	19	19	19	19	55	55	1D	D5	
2467065300 : 	19	1A	19	1A	55	55	23	CD	
2467105592 : 	1A	1A	19	1A	55	55	24	CB	
2467186172 : 	1A	1A	1A	1A	55	55	26	C8	
2467225700 : 	1A	1A	1A	1A	55	55	27	C7	
2467304496 : 	1A	1B	1A	1A	55	55	29	C4	
2467385072 : 	1A	1B	1A	1B	55	55	2B	C1	
2467465908 : 	1A	1B	1A	1B	55	55	2D	BF	
2467505688 : 	1B	1B	1B	1B	55	55	2E	BC	
2467665912 : 	1B	1B	1B	1B	55	55	32	B8	
2467786184 : 	1B	1C	1B	1B	55	55	35	B4	
2467825456 : 	1C	1C	1B	1C	55	55	36	B1	
2467905440 : 	1C	1C	1C	1C	55	55	38	AE	
2468265332 : 	1D	1D	1D	1D	55	55	41	A1	
2468305112 : 	1D	1D	1D	1D	55	55	42	A0	
2468425816 : 	1D	1D	1D	1D	55	55	45	9D	
2468506052 : 	1D	1D	1D	1D	55	55	47	9B	
2468624548 : 	1E	1E	1E	1D	55	55	4A	95	
2468665764 : 	1E	1E	1E	1E	55	55	4B	93	
2468745580 : 	1E	1E	1E	1E	55	55	4D	91	
2468985112 : 	1E	1E	1E	1E	55	55	53	8B	
2469025232 : 	1E	1E	1E	1E	55	55	54	8A	
2469065012 : 	1E	1E	1E	1E	55	55	55	89	
2469104620 : 	1E	1E	1E	1E	55	55	56	88	
2469144572 : 	1E	1E	1E	1E	55	55	57	87	
2469183840 : 	1E	1E	1E	1E	55	55	58	86	
2469265780 : 	1E	1E	1E	1E	55	55	5A	84	
2469305984 : 	1E	1E	1E	1E	55	55	5B	83	
2469345596 : 	1E	1E	1E	1E	55	55	5C	82	
2469383676 : 	1E	1E	1E	1E	55	55	5D	81	
2469425752 : 	1E	1E	1E	1E	55	55	5E	80	
2469466040 : 	1E	1E	1E	1E	55	55	5F	7F	
2469505736 : 	1E	1E	1E	1E	55	55	60	7E	
2469545600 : 	1E	1E	1E	1E	55	55	61	7D	
2469625672 : 	1E	1E	1E	1E	55	55	63	7B	
2469665536 : 	1E	1E	1E	1E	55	55	64	7A	
2469866392 : 	1F	1F	1E	1E	55	55	69	73	
2469946208 : 	1F	1F	1F	1F	55	55	6B	6F	
2470025596 : 	1F	1F	1F	1F	55	55	6D	6D	
2470104816 : 	1F	1F	1F	1F	55	55	6F	6B	
2470225092 : 	20	1F	1F	1F	55	55	72	67	
2470306096 : 	20	20	20	1F	55	55	74	63	
2470424924 : 	20	20	20	20	55	55	77	5F	
2470504828 : 	20	20	20	20	55	55	79	5D	
2470546052 : 	20	20	20	20	55	55	7A	5C	
2470704916 : 	21	21	21	21	55	55	7E	54	
2470745460 : 	21	21	21	21	55	55	7F	53	
2470864716 : 	21	21	21	21	55	55	82	50	
2470945128 : 	21	21	21	21	55	55	84	4E	
2471064892 : 	22	22	22	22	55	55	87	47	
2471185932 : 	22	22	22	22	55	55	8A	44	
2471264980 : 	22	22	22	22	55	55	8C	42	
2471344880 : 	22	22	22	22	55	55	8E	40	
2471426396 : 	22	23	22	23	55	55	90	3C	
2471466012 : 	23	23	23	23	55	55	91	39	
2471506468 : 	23	23	23	23	55	55	92	38	
2471546160 : 	23	23	23	23	55	55	93	37	
2471585772 : 	23	23	23	23	55	55	94	36	
2471625212 : 	23	23	23	23	55	55	95	35	
2471666264 : 	23	23	23	23	55	55	96	34	
2471706044 : 	23	23	23	23	55	55	97	33	
2471785944 : 	23	23	23	24	55	55	99	30	
2471905796 : 	23	24	23	24	55	55	9C	2C	
2471946000 : 	24	23	24	24	55	55	9D	2A	
2472026164 : 	24	24	24	24	55	55	9F	27	
2472066020 : 	24	24	24	24	55	55	A0	26	
2472185700 : 	24	24	24	24	55	55	A3	23	
2472385712 : 	24	24	24	24	55	55	A8	1E	
2472505812 : 	25	25	25	24	55	55	AB	18	
2472624980 : 	25	25	25	25	55	55	AE	14	
2472666212 : 	25	24	25	25	55	55	AF	14	
2472705732 : 	25	25	25	25	55	55	B0	12	
2472825928 : 	25	25	25	25	55	55	B3	F	
2472945692 : 	25	25	25	25	55	55	B6	C	
2473065024 : 	25	25	25	26	55	55	B9	8	
2473145012 : 	26	25	25	25	55	55	BB	6	
2473264776 : 	26	26	26	26	55	55	BE	0	
2473306340 : 	26	26	26	25	55	55	BF	0	
2473385648 : 	26	26	26	26	55	55	C1	FD	
2473426532 : 	26	26	26	26	55	55	C2	FC	
2473506600 : 	26	26	26	26	55	55	C4	FA	
2473544856 : 	26	26	26	26	55	55	C5	F9	
2473625260 : 	26	26	26	26	55	55	C7	F7	
2473785060 : 	27	27	27	27	55	55	CB	EF	
2473825356 : 	27	27	27	27	55	55	CC	EE	
2473865812 : 	27	27	27	27	55	55	CD	ED	
2473904060 : 	27	27	27	27	55	55	CE	EC	
2473944352 : 	27	27	27	27	55	55	CF	EB	
2474026376 : 	27	27	27	28	55	55	D1	E8	
2474066076 : 	28	28	27	28	55	55	D2	E5	
2474106104 : 	28	28	27	28	55	55	D3	E4	
2474146396 : 	28	28	28	28	55	55	D4	E2	
2474186176 : 	28	28	28	28	55	55	D5	E1	
2474264972 : 	28	28	28	28	55	55	D7	DF	
2474305940 : 	28	28	28	28	55	55	D8	DE	
2474346576 : 	28	28	28	28	55	55	D9	DD	
2474625712 : 	29	29	29	29	55	55	E0	D2	
2475024872 : 	2A	2A	2A	2A	55	55	EA	C4	
2475104940 : 	2A	2A	2A	2A	55	55	EC	C2	
2475226320 : 	2B	2B	2B	2B	55	55	EF	BB	
2475265844 : 	2B	2B	2B	2B	55	55	F0	BA	
2475304948 : 	2B	2B	2B	2B	55	55	F1	B9	
2475586552 : 	2B	2B	2B	2B	55	55	F8	B2	
2475626592 : 	2C	2B	2B	2C	55	55	F9	AF	
2475746356 : 	2B	2B	2C	2C	55	55	FC	AC	
2475866456 : 	2B	2B	2C	2C	55	55	FF	A9	
2475946524 : 	2C	2B	2C	2C	55	55	1	A6	
2476024988 : 	2C	2B	2C	2C	55	55	3	A4	
2476065272 : 	2C	2B	2C	2C	55	55	4	A3	
2476146276 : 	2B	2B	2B	2C	55	55	6	A3	
2476186568 : 	2C	2C	2B	2C	55	55	7	A0	
2476225412 : 	2B	2B	2B	2C	55	55	8	A1	
2476266720 : 	2B	2B	2B	2C	55	55	9	A0	
2476306416 : 	2B	2B	2B	2B	55	55	A	A0	
2476344920 : 	2B	2B	2B	2B	55	55	B	9F	
2476425840 : 	2B	2B	2B	2B	55	55	D	9D	
2476545264 : 	2B	2B	2B	2B	55	55	10	9A	
2476586404 : 	2B	2B	2B	2B	55	55	11	99	
2476625164 : 	2B	2B	2B	2B	55	55	12	98	
2476666392 : 	2B	2B	2B	2B	55	55	13	97	
2476706256 : 	2B	2B	2B	2B	55	55	14	96	
2476785644 : 	2A	2A	2B	2B	55	55	16	96	
2476825088 : 	2B	2B	2B	2B	55	55	17	93	
2476865552 : 	2B	2B	2B	2B	55	55	18	92	
2476945104 : 	2A	2A	2A	2B	55	55	1A	93	
2477104992 : 	2A	2A	2A	2B	55	55	1E	8F	
2477145620 : 	2A	2A	2A	2B	55	55	1F	8E	
2477265640 : 	2A	2A	2A	2A	55	55	22	8C	
2477305080 : 	2A	2A	2A	2A	55	55	23	8B	
2477345200 : 	2A	2A	2A	2A	55	55	24	8A	
2477585240 : 	2A	2A	2A	2A	55	55	2A	84	
